"Country.Name","Income.Group","Region","Time","Time.Code","Agriculture..forestry..and.fishing..value.added....of.GDP...NV.AGR.TOTL.ZS.","Access.to.clean.fuels.and.technologies.for.cooking....of.population...EG.CFT.ACCS.ZS.","Access.to.electricity....of.population...EG.ELC.ACCS.ZS.","Account.ownership.at.a.financial.institution.or.with.a.mobile.money.service.provider....of.population.ages.15....FX.OWN.TOTL.ZS.","Adequacy.of.social.insurance.programs....of.total.welfare.of.beneficiary.households...per_si_allsi.adq_pop_tot.","Adequacy.of.social.protection.and.labor.programs....of.total.welfare.of.beneficiary.households...per_allsp.adq_pop_tot.","Adequacy.of.social.safety.net.programs....of.total.welfare.of.beneficiary.households...per_sa_allsa.adq_pop_tot.","Adequacy.of.unemployment.benefits.and.ALMP....of.total.welfare.of.beneficiary.households...per_lm_alllm.adq_pop_tot.","Adjusted.net.national.income..current.US....NY.ADJ.NNTY.CD.","Adjusted.net.national.income..annual...growth...NY.ADJ.NNTY.KD.ZG.","Adjusted.net.national.income.per.capita..current.US....NY.ADJ.NNTY.PC.CD.","Adolescent.fertility.rate..births.per.1.000.women.ages.15.19...SP.ADO.TFRT.","Adolescents.out.of.school....of.lower.secondary.school.age...SE.SEC.UNER.LO.ZS.","Age.dependency.ratio....of.working.age.population...SP.POP.DPND.","Agricultural.land..sq..km...AG.LND.AGRI.K2.","Air.transport..passengers.carried..IS.AIR.PSGR.","Air.transport..freight..million.ton.km...IS.AIR.GOOD.MT.K1.","Arable.land..hectares.per.person...AG.LND.ARBL.HA.PC.","Tax.revenue....of.GDP...GC.TAX.TOTL.GD.ZS.","GDP..current.US....NY.GDP.MKTP.CD.","GDP.per.capita..current.US....NY.GDP.PCAP.CD.","Women.Business.and.the.Law.Index.Score..scale.1.100...SG.LAW.INDX.","Time.required.to.start.a.business..days...IC.REG.DURS.","Domestic.general.government.health.expenditure.per.capita..current.US....SH.XPD.GHED.PC.CD.","Domestic.private.health.expenditure.per.capita..current.US....SH.XPD.PVTD.PC.CD.","External.health.expenditure.per.capita..current.US....SH.XPD.EHEX.PC.CD.","Women.making.their.own.informed.decisions.regarding.sexual.relations..contraceptive.use.and.reproductive.health.care.....of.women.age.15.49...SG.DMK.SRCR.FN.ZS.","Women.participating.in.the.three.decisions..own.health.care..major.household.purchases..and.visiting.family.....of.women.age.15.49...SG.DMK.ALLD.FN.ZS.","CO2.emissions..metric.tons.per.capita...EN.ATM.CO2E.PC.","CO2.emissions..kt...EN.ATM.CO2E.KT.","CO2.emissions.from.liquid.fuel.consumption..kt...EN.ATM.CO2E.LF.KT.","CO2.emissions.from.gaseous.fuel.consumption..kt...EN.ATM.CO2E.GF.KT.","CO2.emissions.from.solid.fuel.consumption..kt...EN.ATM.CO2E.SF.KT.","Methane.emissions..kt.of.CO2.equivalent...EN.ATM.METH.KT.CE.","Adjusted.savings..carbon.dioxide.damage..current.US....NY.ADJ.DCO2.CD.","Total.greenhouse.gas.emissions..kt.of.CO2.equivalent...EN.ATM.GHGT.KT.CE.","Nitrous.oxide.emissions..thousand.metric.tons.of.CO2.equivalent...EN.ATM.NOXE.KT.CE.","Individuals.using.the.Internet....of.population...IT.NET.USER.ZS.","Lending.interest.rate......FR.INR.LEND.","International.tourism..number.of.arrivals..ST.INT.ARVL.","International.tourism..number.of.departures..ST.INT.DPRT.","Customs.and.other.import.duties....of.tax.revenue...GC.TAX.IMPT.ZS.","Share.of.tariff.lines.with.international.peaks..all.products......TM.TAX.MRCH.IP.ZS.","Tariff.rate..applied..simple.mean..all.products......TM.TAX.MRCH.SM.AR.ZS.","Taxes.on.exports....of.tax.revenue...GC.TAX.EXPT.ZS.","Taxes.on.goods.and.services....of.revenue...GC.TAX.GSRV.RV.ZS.","Taxes.on.income..profits.and.capital.gains....of.revenue...GC.TAX.YPKG.RV.ZS.","Total.tax.and.contribution.rate....of.profit...IC.TAX.TOTL.CP.ZS.","Birth.rate..crude..per.1.000.people...SP.DYN.CBRT.IN.","by","Country.Code...53"
"OMN","Upper Middle-Income","Middle East & North Africa",2011,"YR2011","1.255260317","94.06","100","73.60241699","..","..","..","..","30919599472","-2.829114914","9510.480572","14.7134","7.74355","36.9985875","14368.00049","3795755","171.732","0.011349977","..","67937581274","20896.74698","38.8","9.3","438.0073242","97.30354309","0","..","..","16.6188198","54029.578","10623.299","39148.892","0","16692.371","1362882282","60705.59131","1135.037596","48","6.521333333","1018000","2446000","..","..","..","..","..","..","22","21.57","Country.Code","OMN"
"OMN","Upper Middle-Income","Middle East & North Africa",2012,"YR2012","1.157501611","94.38","100","..","..","..","..","..","37258708549","16.36515853","10651.34353","14.993","8.41125","34.87042445","14238.00049","4430383","240.695","0.009633997","..","76689206762","21923.54802","38.8","9.3","465.2459717","99.15922546","0","..","..","16.91229861","59159.711","12445.798","41668.121","0","16857.642","1566541543","62201.5508","1146.275592","60","5.901","1241000","2888000","..","0.0229234","3.41","..","..","..","22","21.424","Country.Code","OMN"
"OMN","Upper Middle-Income","Middle East & North Africa",2013,"YR2013","1.303899302","94.74","100","..","..","..","..","..","39787190169","6.442320398","10568.19415","14.6056","0.60845","33.33341597","14195","4994729","251.141","0.010013799","..","78784395319","20926.55405","38.8","9.3","516.928833","75.60327148","0","..","..","16.30316736","61378.246","10524.29","45672.485","0","..","1703415951","..","..","66.45","5.5155","1392000","3103000","..","0.0014446","3.26","..","..","..","23","21.24","Country.Code","OMN"
"OMN","Upper Middle-Income","Middle East & North Africa",2014,"YR2014","1.27224899","94.9","100","..","..","..","..","..","42817516608","2.282421487","10631.9226","14.2182","..","32.35906001","14198.00049","5051804","291.939","0.009311542","..","81076723017","20131.9813","38.8","9.3","648.0501099","73.88280487","0","..","..","15.18879511","61169.227","10648.968","45001.424","0","..","1781627971","..","..","70.22","5.225083333","1611000","3358000","..","0.0014428","3.2","..","..","..","22.9","21.005","Country.Code","OMN"
"OMN","Upper Middle-Income","Middle East & North Africa",2015,"YR2015","1.975449335","95.06","100","..","..","..","..","..","46082712784","11.34195267","10798.91136","13.8308","1.56246","31.77525736","14340","6365784","412.234008","0.012223048","..","68921456437","16150.88726","38.8","9.3","631.6074829","74.76322174","0","..","..","..","..","..","..","..","..","1989329024","..","..","73.53","4.8785","1909000","3838000","..","0.3301887","3.53","..","..","..","23.4","20.697","Country.Code","OMN"
"OMN","Upper Middle-Income","Middle East & North Africa",2016,"YR2016","2.261925891","95.22","100","..","..","..","..","..","45734178568","-1.525279998","10210.30197","13.4434","0.61916","31.92021559","14360","7709851","425.202175","0.012526737","..","65941482445","14721.64733","38.8","7.3","573.1263428","71.99189758","0","..","..","..","..","..","..","..","..","2226858931","..","..","76.84539047","4.911083333","2335000","4167000","..","0.4568636","3.56","..","..","..","23.9","20.292","Country.Code","OMN"
"OMN","Upper Middle-Income","Middle East & North Africa",2017,"YR2017","2.309826155","..","100","..","..","..","..","..","48737795356","-1.303085335","10445.45099","13.056","1.85476","32.24929538","..","9035230","434.92173","..","..","70597919376","15130.49783","38.8","4.3","515.6171265","72.02913666","0","..","..","..","..","..","..","..","..","2399825241","..","..","80.18563573","5.156","2316000","4473000","..","0.362954","3.66","..","..","..","23.9","19.786","Country.Code","OMN"
"OMN","Upper Middle-Income","Middle East & North Africa",2018,"YR2018","2.208035916","..","100","..","..","..","..","..","49560765286","6.267836244","10262.12646","12.6964","2.65377","32.69512874","..","10438241","510.425983","..","..","79276723017","16415.15728","38.8","4.3","..","..","..","..","..","..","..","..","..","..","..","2638622382","..","..","..","..","2301000","3350000","..","0.362954","3.67","..","..","..","27.4","19.189","Country.Code","OMN"
"PAK","Low-Income","South Asia",1990,"YR1990","23.0622831","..","..","..","..","..","..","..","38022781270","3.503983414","353.2142648","86.0878","..","88.34349597","352060","5180200","420.5","0.276363907","..","40010424929","371.6785662","38.1","..","..","..","..","..","..","0.636942779","68565.566","33153.347","23135.103","8536.776","90807.8","603318280.2","172551.2859","18443.543","0","..","..","..","..","..","..","..","..","..","..","41.222","Country.Code","PAK"
"PAK","Low-Income","South Asia",2000,"YR2000","24.13962899","22.62","70.36933136","..","..","..","..","..","65529708416","0.868710506","460.3629425","56.3922","..","85.04792379","366980","5293541","340.309","0.21806393","..","73952374970","519.5343268","38.1","..","5.623521328","10.26313496","0.124969326","..","..","0.747833829","106449.343","55437.706","36398.642","8195.745","117125","1543597732","247348.795","26350","..","..","557000","..","..","60.34798","24.05","..","..","..","..","34.703","Country.Code","PAK"
"PAK","Low-Income","South Asia",2010,"YR2010","23.28158964","35.59","70.42184448","..","..","..","..","..","1.70E+11","3.356702497","945.9657611","42.3362","..","72.21396976","352420","6588114","332.9572972","0.163801359","..","1.77E+11","987.409723","38.1","..","5.849419594","19.40570831","1.313497424","..","..","0.899517871","161395.671","62298.663","66695.396","17440.252","155232","3871717381","354528.6222","30050.222","8","14.0425","907000","..","..","44.93143","14.79","..","..","..","..","30.082","Country.Code","PAK"
"PAK","Lower Middle-Income","South Asia",2011,"YR2011","25.12918271","36.85","70.50715637","10.30629635","..","..","..","..","2.06E+11","4.00040723","1125.50619","41.9206","58.88983","71.1830774","359360","7940545.076","297.6835198","0.164175318","..","2.14E+11","1164.976129","44.4","..","7.431717873","19.88466072","1.173475981","..","..","0.883365327","161956.722","60608.176","69706.003","17179.895","156784.32","4085316879","362475.0944","30350.72422","9","14.41916667","1161000","..","..","44.46535","14.39","..","..","..","..","29.86","Country.Code","PAK"
"PAK","Lower Middle-Income","South Asia",2012,"YR2012","23.71024867","38.13","70.63609314","..","..","..","..","..","2.19E+11","2.866459011","1167.644012","41.505","56.99225","70.16069074","360630","7973906.361","286.0756858","0.161468186","..","2.24E+11","1198.109001","44.4","..","8.182675362","19.0260849","1.256252766","..","..","0.873000717","163496.862","63838.803","69988.362","14708.337","158336.64","4329375890","369734.5837","30651.22644","9.96","13.51916667","966000","..","..","44.16806","14.14","..","..","..","..","29.667","Country.Code","PAK"
"PAK","Lower Middle-Income","South Asia",2013,"YR2013","23.83211646","39.47","70.79993439","..","30.42884618","19.53402277","7.908931857","..","2.26E+11","4.707639633","1183.809085","40.9644","56.16856","69.16714402","362800","7833901.088","292.7608006","0.1593095","..","2.31E+11","1208.90431","44.4","20","8.517618179","21.32234001","1.710722566","..","38.2","0.859160808","164325.604","69606.994","65587.962","13670.576","..","4560489639","..","..","10.9","11.98583333","..","..","..","45.15142","14.65","..","..","..","32.4","29.491","Country.Code","PAK"
"PAK","Lower Middle-Income","South Asia",2014,"YR2014","23.74454012","40.74","70.98994446","13.03619194","..","..","..","..","2.41E+11","5.972158258","1235.278534","40.4238","..","68.22660308","362520","7670348.185","204.6231343","0.155857329","..","2.44E+11","1251.164104","46.9","20","9.370670319","25.12913704","2.021673203","..","..","0.851472804","166298.45","72335.242","65037.912","12962.845","..","4843644175","..","..","12","11.73","..","..","..","48.46618","13.63","..","..","..","32.6","29.318","Country.Code","PAK"
"PAK","Lower Middle-Income","South Asia",2015,"YR2015","23.81706316","42.13","71.19741058","..","..","..","..","..","2.70E+11","6.218773458","1354.501003","39.8832","38.65668","67.35461513","362020","8467827","183.1773127","0.152436759","..","2.71E+11","1356.667756","46.9","20","10.43463135","26.02983284","1.425159574","..","..","..","..","..","..","..","..","5205007374","..","..","14","10.15583333","..","..","..","48.54412","12.73","..","..","..","32.9","29.124","Country.Code","PAK"
"PAK","Lower Middle-Income","South Asia",2016,"YR2016","23.21519879","43.32","71.41359711","..","..","..","..","..","2.79E+11","7.329736382","1369.703798","39.3426","34.9108","66.70480306","368440","9628354","175.4744","0.152435368","..","2.79E+11","1368.454326","46.9","20","11.78534031","28.47445297","0.751416922","..","..","..","..","..","..","..","..","5637222104","..","..","12.38544676","8.755","..","..","..","49.34844","12.55","..","..","..","33.4","28.888","Country.Code","PAK"
"PAK","Lower Middle-Income","South Asia",2017,"YR2017","22.92586789","..","70.79","21.29324532","..","..","..","..","3.03E+11","5.326918687","1456.274734","38.802","35.09749","66.09214565","..","7260769","214.52857","..","..","3.05E+11","1464.993305","46.9","19.5","14.08471775","29.73125839","0.776989281","..","..","..","..","..","..","..","..","6155631008","..","..","15.51","8.21","..","..","..","..","..","..","..","..","33.9","28.599","Country.Code","PAK"
"PAK","Lower Middle-Income","South Asia",2018,"YR2018","22.85166752","..","71.0915467","..","..","..","..","..","3.12E+11","5.137168466","1468.825318","38.2106","32.24631","65.51520208","..","6880637","217.534134","..","..","3.15E+11","1482.403063","46.9","16.5","..","..","..","..","35.8","..","..","..","..","..","..","6774660431","..","..","..","8.530833333","..","..","..","50.22763","12.58","..","..","..","34.1","28.25","Country.Code","PAK"
"PLW","Uncategorized","East Asia & Pacific",1990,"YR1990","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","56.3","..","..","..","..","..","..","15.58560234","234.688","234.688","0","0","1.13335","2065053.478","..","0.0255285","0","..","..","..","..","..","..","..","..","..","..","21.6","Country.Code","PLW"
"PLW","Uncategorized","East Asia & Pacific",2000,"YR2000","3.929337222","64.37","..","..","..","..","..","..","..","..","..","..","..","..","50","..","..","0.052342319","..","146113700","7647.929861","56.3","..","358.967926","144.079483","172.6205902","..","..","13.05187124","249.356","249.356","0","0","1.34017","3615854.69","..","0.0299057","..","..","58000","..","..","..","..","..","..","..","..","14.5","Country.Code","PLW"
"PLW","Uncategorized","East Asia & Pacific",2010,"YR2010","3.865747351","83.15","98.47136688","..","..","..","..","..","..","..","..","..","..","..","50","..","..","0.055694793","16.95955832","183498800","10219.9276","56.3","28","366.9593201","299.3778992","371.4624939","..","..","14.09206349","253.023","253.023","0","0","1.33401","6069763.463","..","0.027515352","..","..","85000","..","22.66769334","2.782797","5.04","2.255188897","14.38314783","7.653166029","72.5","11.9","Country.Code","PLW"
"PLW","Uncategorized","East Asia & Pacific",2011,"YR2011","3.832065108","83.91","98.5725708","..","..","..","..","..","..","..","..","..","..","..","50","..","..","0.056353903","18.31747624","193143900","10884.41251","56.3","28","379.5840759","311.6955566","322.281189","..","..","14.25883347","253.023","253.023","0","0","1.3473501","6382440.443","..","0.027790506","..","..","111000","..","19.18533344","2.764727","4.83","1.643326702","17.20950812","8.01085086","72.5","11.8","Country.Code","PLW"
"PLW","Uncategorized","East Asia & Pacific",2012,"YR2012","3.682130976","84.66","97.63042631","..","..","..","..","..","..","..","..","..","..","..","50","..","..","0.056689342","18.28485107","211103300","11967.30726","56.3","28","438.8477783","356.2541809","387.8509521","..","..","14.34370748","253.023","253.023","0","0","1.3606902","6700016.516","..","0.028065659","..","..","120000","..","22.87743364","2.755692","4.75","1.615352921","17.14558646","7.376368818","75.2","15.3","Country.Code","PLW"
"PLW","Uncategorized","East Asia & Pacific",2013,"YR2013","3.699744481","85.3","98.91943359","..","..","..","..","..","..","..","..","..","..","..","50","..","..","0.056798819","18.51695298","223388400","12688.19721","56.3","28","497.0194397","418.4706116","376.7256165","..","..","14.57968874","256.69","256.69","0","0","..","7123856.885","..","..","..","..","108000","..","21.50562829","..","..","1.803099138","18.76759657","7.837393692","75","13","Country.Code","PLW"
"PLW","Uncategorized","East Asia & Pacific",2014,"YR2014","3.325848149","85.85","99.8103","..","..","..","..","..","..","..","..","..","..","..","50","..","..","0.05673437","19.40070204","243147000","13794.79178","58.8","28","512.2546387","443.7272949","446.1533508","..","..","14.77119029","260.357","260.357","0","0","..","7583213.592","..","..","..","..","140000","..","23.40623746","..","..","1.089632723","18.03676375","7.508006494","75.4","13.7","Country.Code","PLW"
"PLW","Uncategorized","East Asia & Pacific",2015,"YR2015","2.920113376","86.39","99.40868378","..","..","..","..","..","..","..","..","..","..","..","50","..","..","0.056609114","20.18973443","280376100","15871.84263","58.8","28","516.2091675","517.2698975","465.1465454","..","..","..","..","..","..","..","..","8722107.52","..","..","..","..","162000","..","24.96588684","3.202044","5.07","0.517662156","19.22485021","7.826354723","75.4","13.7","Country.Code","PLW"
"PLW","Uncategorized","East Asia & Pacific",2016,"YR2016","2.93037315","86.9","100","..","..","..","..","..","..","..","..","..","..","..","50","..","..","0.056417489","19.84060373","300125600","16932.33286","58.8","28","875.4070435","542.0516968","257.0916138","..","..","..","..","..","..","..","..","9188689.643","..","..","..","..","138000","..","24.71022465","3.184345","5.47","..","25.54026721","8.032437195","75.5","12","Country.Code","PLW"
"PLW","Uncategorized","East Asia & Pacific",2017,"YR2017","3.20457611","..","100","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","19.87889151","286321800","16078.26819","58.8","28","808.1131592","558.3082886","229.9414978","..","..","..","..","..","..","..","..","9339789.62","..","..","..","..","123000","..","24.72205434","3.182705","14.14","..","25.15161466","9.549016251","75.5","12.4","Country.Code","PLW"
"PLW","Uncategorized","East Asia & Pacific",2018,"YR2018","3.175655619","..","100","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","21.29004043","283994900","15859.43486","58.8","28","..","..","..","..","..","..","..","..","..","..","..","10059856.91","..","..","..","..","106000","..","24.67064246","3.182705","15.56","..","24.68047059","8.643762056","75.8","14","Country.Code","PLW"
"PAN","Lower Middle-Income","Latin America & Caribbean",1990,"YR1990","8.074135289","..","70.19","..","..","..","..","..","5733112802","6.123237393","2320.208731","99.8312","..","68.44398998","21240","265800","2.799999952","0.201946865","..","6433967000","2603.846622","54.4","..","..","..","..","..","..","1.120455032","2768.585","2412.886","110.01","91.675","2769.23","24361177.75","6814.4507","1023.3007","0","11.98","..","..","..","..","..","..","..","..","..","26.255","Country.Code","PAN"
"PAN","Lower Middle-Income","Latin America & Caribbean",2000,"YR2000","6.293273429","78.71","81.40141009","..","..","..","..","..","10837396629","2.84323467","3576.311419","91.3934","20.6226","60.01005367","22300","1117411","21.985","0.18083851","..","12304115000","4060.324493","68.1","..","192.7145691","91.44437408","1.977793336","..","..","1.910747945","5790.193","5159.469","0","157.681","2789.36","83962272.87","9158.7515","1046.4515","6.554796477","10.47916667","484000","216000","..","1.385574","8.17","..","..","..","..","23.452","Country.Code","PAN"
"PAN","Upper Middle-Income","Latin America & Caribbean",2010,"YR2010","3.613074595","85.84","86.85","..","36.12180468","23.9215447","7.655431386","..","25207596020","2.981670252","6920.055448","87.2886","10.50054","55.98482068","22663.89893","5524157.43","71.89437168","0.156173181","..","29440300000","8082.028459","73.8","9","385.9822388","185.1556702","8.384907722","..","..","2.515679497","9163.833","8159.075","0","256.69","3311.55","219830998.5","15428.76051","1380.337","40.1","7.735","1324000","392000","..","2.049909","7.48","..","..","..","43.8","21.102","Country.Code","PAN"
"PAN","Upper Middle-Income","Latin America & Caribbean",2011,"YR2011","3.229238141","86.37","90.99282074","24.9264946","35.34370477","22.95723121","7.560287136","..","30814980049","14.99734102","8313.80585","87.0748","12.46778","55.77057723","22630","6380080.184","66.82217553","0.152435611","..","34686200000","9358.251475","73.8","8","404.3427124","211.4830627","3.238976479","..","..","2.724663245","10098.918","8401.097","0","817.741","3344.6655","254742622.9","15860.45576","1394.14037","42.7","6.905833333","1473000","414000","..","0.9182699","7.3","..","..","..","43.6","20.902","Country.Code","PAN"
"PAN","Upper Middle-Income","Latin America & Caribbean",2012,"YR2012","3.047759444","86.9","92.00650787","..","34.06273054","21.16920394","6.93183552","..","35794361306","9.744814775","9492.954298","86.861","..","55.51735402","22570","7517581.277","79.89597243","0.149312156","..","40429700000","10722.28363","73.8","7","426.8363037","275.7956848","2.569835424","..","..","2.682204855","10113.586","7715.368","0","1246.78","3377.781","267806457.3","16248.77229","1407.94374","40.30189522","6.66","1606000","447000","..","1.149837","7.28","..","..","..","40.5","20.678","Country.Code","PAN"
"PAN","Upper Middle-Income","Latin America & Caribbean",2013,"YR2013","2.944517544","87.37","89.1","..","34.01502498","20.56368213","6.569575932","..","39996766454","7.689988345","10428.21625","85.8544","8.3917","55.25011445","22570","11656416","147.7115111","0.14678901","..","45600000000","11889.12763","73.8","6","492.0927429","295.2137146","2.760375261","..","..","2.794633571","10718.641","8250.75","0","1287.117","..","297471909.6","..","..","44.03","6.594166667","1658000","619000","..","21.53358","6.93","..","..","..","37","20.429","Country.Code","PAN"
"PAN","Upper Middle-Income","Latin America & Caribbean",2014,"YR2014","2.849874303","87.98","94.15846252","43.66213989","31.47238371","19.72249157","6.777069281","..","42200655098","1.6133679","10817.03351","84.8478","11.28267","55.00390558","22570","11812712.84","134.1059406","0.144310316","..","49921500000","12796.07004","73.8","6","548.7005005","328.5188904","6.457166195","..","..","2.255854757","8800.8","6409.916","0","1298.118","..","256333980.6","..","..","44.92","6.83","1745000","853000","..","..","..","..","..","..","37.2","20.155","Country.Code","PAN"
"PAN","Upper Middle-Income","Latin America & Caribbean",2015,"YR2015","2.786009684","88.47","95.27893829","..","..","..","..","..","45219014890","7.457823233","11394.52262","83.8412","9.60885","54.79620156","22570","12193261","121.5670747","0.141867669","..","54091700000","13630.30797","76.9","6","579.3251953","340.7453918","7.689718246","..","..","..","..","..","..","..","..","274236772.4","..","..","51.20542499","7.455833333","2110000","740000","..","0.6169806","7.37","..","..","..","37.2","19.863","Country.Code","PAN"
"PAN","Upper Middle-Income","Latin America & Caribbean",2016,"YR2016","2.60190208","89.01","96.77424622","..","..","..","..","..","48182696898","4.536623492","11935.04235","82.8346","..","54.63045491","22570","13285098","126.0523706","0.139457301","..","57957600000","14356.32405","76.9","6","682.4314575","350.3780518","7.591477871","..","..","..","..","..","..","..","..","291335205.8","..","..","54","7.53","1921000","770000","..","..","..","..","..","..","37.2","19.562","Country.Code","PAN"
"PAN","High-Income","Latin America & Caribbean",2017,"YR2017","2.357434839","..","100","46.49425888","..","..","..","..","52178165473","4.89948503","12705.39932","81.828","12.17886","54.4387154","..","11975372","45.776862","..","..","62283800000","15166.12443","76.9","6","666.4761353","440.6405029","5.186693192","..","..","..","..","..","..","..","..","313023353.8","..","..","57.86509007","7.516153846","1843000","917000","..","..","..","..","..","..","37.2","19.263","Country.Code","PAN"
"PAN","High-Income","Latin America & Caribbean",2018,"YR2018","2.180305618","..","100","..","..","..","..","..","55147958213","..","13203.16855","81.0386","..","54.24249933","..","12939350","47.627413","..","..","65055100000","15575.07255","79.4","6","..","..","..","..","..","..","..","..","..","..","..","332813077.9","..","..","..","..","1785000","681000","..","..","..","..","..","..","37.2","18.976","Country.Code","PAN"
"PNG","Low-Income","East Asia & Pacific",1990,"YR1990","28.9740589","..","..","..","..","..","..","..","2397270014","-4.402407995","519.3573724","78.9344","..","81.54761366","8770","931200","14.80000019","0.041595905","20.07346726","3219730365","697.539573","57.5","..","..","..","..","..","..","0.463952057","2141.528","1991.181","150.347","3.667","2424.4","18843612.99","29504.072","1929.1083","0","15.51916667","..","..","29.31174089","..","..","2.053441296","10.87877422","29.05813429","..","34.813","Country.Code","PNG"
"PNG","Low-Income","East Asia & Pacific",2000,"YR2000","33.96639208","6.83","8.658045769","..","..","..","..","..","2375611896","-6.076516967","406.2551447","67.6438","..","74.9477857","10050","1099772","22.322","0.035057201","18.975965","3521339699","602.1869023","57.5","..","15.78272533","1.767920613","1.171685934","..","..","0.455899067","2665.909","2420.22","245.689","0","2000.91","38657740.58","8257.4614","1612.7874","0.835249302","17.5425","58000","52000","23.13660579","25.77699","7.86","13.11788822","9.228372139","31.21776021","..","33.993","Country.Code","PNG"
"PNG","Lower Middle-Income","East Asia & Pacific",2010,"YR2010","19.60838721","10.59","19.5","..","..","..","..","..","9607544196","..","1314.210382","58.3852","..","71.29161793","11900","1405169","28.50440687","0.041036825","..","14250755222","1949.352517","57.5","52","26.06913757","5.19020462","10.99350071","..","..","0.651587229","4763.433","4374.731","289.693","0","2100.85","114269894.8","10667.59649","1209.8835","1.28","10.44583333","140000","..","..","24.47912","5.12","..","..","..","42.1","29.985","Country.Code","PNG"
"PNG","Lower Middle-Income","East Asia & Pacific",2011,"YR2011","19.19971144","10.92","31.39432335","..","..","..","..","..","11829977803","..","1583.198764","57.4796","..","70.6091969","11900","1563593.853","32.20143625","0.040148818","..","17984910496","2406.909678","57.5","52","37.03859329","6.946777344","12.76977825","..","..","0.713063221","5328.151","4928.448","304.361","0","2121.8585","134401245.9","10888.08947","1221.982335","2","10.80833333","158000","..","..","..","..","..","..","..","42.1","29.546","Country.Code","PNG"
"PNG","Lower Middle-Income","East Asia & Pacific",2012,"YR2012","19.27395069","11.43","33.56210709","..","..","..","..","..","15760660896","..","2065.346189","56.574","..","69.73903659","11900","1630308.432","28.52680651","0.039313317","..","21295659249","2790.67667","57.5","52","52.22114944","7.047482967","17.16057968","..","..","0.665547591","5078.795","4719.429","260.357","0","2142.867","134485838.8","11087.45706","1234.08117","3.5","10.815","168000","..","..","15.80403","4.71","..","..","..","42.1","29.123","Country.Code","PNG"
"PNG","Lower Middle-Income","East Asia & Pacific",2013,"YR2013","19.26001933","11.95","35.77438354","..","..","..","..","..","15850218553","..","2035.111357","55.7902","..","68.75020854","11900","1870968","32.728836","0.038518927","..","21261432775","2729.891904","57.5","53","55.57077026","5.516144753","22.84158897","..","..","0.794289672","6186.229","5823.196","260.357","0","..","171684950.9","..","..","5.1","10.13","174000","..","..","15.80682","4.72","..","..","..","39.3","28.721","Country.Code","PNG"
"PNG","Lower Middle-Income","East Asia & Pacific",2014,"YR2014","17.69194425","12.41","39.48790741","..","..","..","..","..","18275596089","..","2299.762769","55.0064","..","67.74895531","11900","2074020","33.402132","0.037751372","17.90996215","23210682537","2920.783721","57.5","53","60.47292709","5.830055714","31.59469604","..","..","0.795074226","6318.241","5969.876","245.689","0","..","184026436.9","..","..","6.5","9.375833333","182000","..","2.741372739","..","..","2.68273375","24.28294737","57.08547368","39.3","28.344","Country.Code","PNG"
"PNG","Lower Middle-Income","East Asia & Pacific",2015,"YR2015","17.45693019","12.85","44.47520828","..","..","..","..","..","17018862220","..","2099.079244","54.2226","..","66.79544916","11900","1679156","27.37065358","0.03700152","15.22728705","21723531182","2679.345589","60","53","37.79243851","6.170668125","5.925225258","..","..","..","..","..","..","..","..","205417587.5","..","..","7.9","8.7325","183000","..","2.719905343","..","..","3.452551101","24.35805031","53.56881089","39.3","27.993","Country.Code","PNG"
"PNG","Lower Middle-Income","East Asia & Pacific",2016,"YR2016","17.86634044","13.43","49.4","..","..","..","..","..","16479953285","..","1992.315213","53.4388","14.35744","66.04975013","11900","1711274","26.90178289","0.036267977","12.94862858","20759069105","2509.631457","60","41","43.08295822","6.070593357","10.68714428","..","..","..","..","..","..","..","..","218027427","..","..","9.601538462","8.374666667","179000","..","2.883792098","..","..","3.490687486","24.64414525","50.41435008","39.3","27.669","Country.Code","PNG"
"PNG","Lower Middle-Income","East Asia & Pacific",2017,"YR2017","17.64956892","..","54.4","..","..","..","..","..","17661808133","..","2093.120103","52.655","..","65.33746617","..","1864653","29.23131708","..","12.60500176","22742613549","2695.251883","60","41","46.3469162","5.530311108","9.580610275","..","..","..","..","..","..","..","..","232047392.2","..","..","11.20919659","8.388333333","139000","..","2.847909486","..","..","3.25278587","28.24326434","46.13761074","39.3","27.364","Country.Code","PNG"
"PNG","Lower Middle-Income","East Asia & Pacific",2018,"YR2018","..","..","58.96735764","..","..","..","..","..","17531686684","..","2037.072155","51.982","..","64.63940874","..","964713","30.92584428","..","13.59644883","23497607690","2730.274799","60","41","..","..","..","..","61.6","..","..","..","..","..","..","237813874.5","..","..","..","..","140000","..","3.993258621","8.819514","8.28","3.745751762","25.11245142","43.44229457","39.3","27.073","Country.Code","PNG"
"PRY","Uncategorized","Latin America & Caribbean",1990,"YR1990","18.60193589","..","..","..","..","..","..","..","..","..","..","92.5868","..","83.40935917","171590","273000","4.5","0.499595706","..","5812114523","1376.164673","51.3","..","..","..","..","..","..","0.512270284","2163.53","2002.182","0","0","15500.9","19037211.75","63833.492","8968.982","0","..","..","..","..","..","..","..","..","..","..","33.489","Country.Code","PRY"
